date,adj_close
2022-01-28,166.3903
2022-02-04,168.6175
2022-02-11,164.9496
2022-02-18,163.6389
2022-02-25,161.2425
2022-03-04,159.5993
2022-03-11,151.344
2022-03-18,160.3916
2022-03-25,170.8965
2022-04-01,170.4955
2022-04-08,166.3679
2022-04-14,161.6729
2022-04-22,158.2495
2022-04-29,154.2001
2022-05-06,154.0632
2022-05-13,144.1012
2022-05-20,134.7759
2022-05-27,146.5794
2022-06-03,142.4065
2022-06-10,134.3253
2022-06-17,128.8692
2022-06-24,138.7626
2022-07-01,136.0885
2022-07-08,144.0326
2022-07-15,147.0986
2022-07-22,150.9384
2022-07-29,159.1862
2022-08-05,162.1934
2022-08-12,168.8145
2022-08-19,168.2456
2022-08-26,160.4964
2022-09-02,152.8355
2022-09-09,154.3657
2022-09-16,147.8231
2022-09-23,147.5582
2022-09-30,135.5617
2022-10-07,137.4156
2022-10-14,135.7383
2022-10-21,144.4586
2022-10-28,152.7669
2022-11-04,135.9639
2022-11-11,147.0862
2022-11-18,148.6485
2022-11-25,145.524
2022-12-02,145.2292
2022-12-09,139.6779
2022-12-16,132.1614
2022-12-23,129.5577
2022-12-30,127.6614
2023-01-06,127.3568
2023-01-13,132.4071
2023-01-20,135.4628
2023-01-27,143.3821
2023-02-03,151.8024
2023-02-10,148.5993
2023-02-17,150.1148
2023-02-24,144.368
2023-03-03,148.619
2023-03-10,146.1294
2023-03-17,152.5256
2023-03-24,157.6918
2023-03-31,162.2676
2023-04-06,162.0314
2023-04-14,162.5727
2023-04-21,162.3857
2023-04-28,166.9713
2023-05-05,170.7992
2023-05-12,170.0513
2023-05-19,172.6035
2023-05-26,172.8696
2023-06-02,178.309
2023-06-09,178.3189
2023-06-16,182.2211
2023-06-23,183.9554
2023-06-30,191.139
2023-07-07,187.897
2023-07-14,187.9069
2023-07-21,189.1386
2023-07-28,192.9718
2023-08-04,179.3338
2023-08-11,175.4316
2023-08-18,172.1754
2023-08-25,176.2408
2023-09-01,186.9468
2023-09-08,175.8165
2023-09-15,172.6885
2023-09-22,172.4714
2023-09-29,168.9389
2023-10-06,175.1356
2023-10-13,176.4776
2023-10-20,170.5868
2023-10-27,165.9886
2023-11-03,174.3068
2023-11-10,184.1642
2023-11-17,187.4148
2023-11-24,187.6914
2023-12-01,188.9462
2023-12-08,193.3626
2023-12-15,195.2003
2023-12-22,191.2779
2023-12-29,190.2207
2024-01-05,179.0069
2024-01-12,183.69
2024-01-19,189.2624
2024-01-26,190.112
2024-02-02,183.6208
2024-02-09,186.822
2024-02-16,180.3522
2024-02-23,180.56
2024-03-01,177.7307
2024-03-08,168.8966
2024-03-15,170.7663
2024-03-22,170.4299
2024-03-28,169.6385
2024-04-05,167.7589
2024-04-12,174.6541
2024-04-19,163.2281
2024-04-26,167.4819
2024-05-03,181.4107
2024-05-10,181.3316
2024-05-17,188.0876
2024-05-24,188.1965
2024-05-31,190.4452
2024-06-07,195.0417
2024-06-14,210.4952
2024-06-21,205.5421
2024-06-28,208.6428
2024-07-05,224.2152
2024-07-12,228.3758
2024-07-19,222.2042
2024-07-26,215.9139
2024-08-02,217.796
2024-08-09,214.21
2024-08-16,224.1853
2024-08-23,224.9687
2024-08-30,227.1109
2024-09-06,218.9984
2024-09-13,220.6646
2024-09-20,226.3175
2024-09-27,225.9109
2024-10-04,224.9291
2024-10-11,225.6729
2024-10-18,233.0614
2024-10-25,229.501
2024-11-01,221.0712
2024-11-08,225.3357
2024-11-15,223.3897
2024-11-22,228.2249
2024-11-29,235.6315
2024-12-06,241.102
2024-12-13,246.3542
2024-12-20,252.6687
2024-12-27,253.7608
2025-01-03,241.6183
2025-01-10,235.1549
2025-01-17,228.3341
2025-01-24,221.1856
2025-01-31,234.311
2025-02-07,226.0009
2025-02-14,243.1161
2025-02-21,244.0604
2025-02-28,240.3729
2025-03-07,237.6197
2025-03-14,212.1949
2025-03-21,216.9459
2025-03-28,216.5781
2025-04-04,187.2372
2025-04-11,196.9479
2025-04-17,195.785
2025-04-25,208.0104
2025-05-02,204.1043
2025-05-09,197.3256
2025-05-16,210.2374
2025-05-23,194.3248
2025-05-30,199.8778
2025-06-06,202.9329
2025-06-13,195.4991
2025-06-20,200.0271
2025-06-27,200.1067
2025-07-03,212.5163
2025-07-11,210.1379
2025-07-18,210.1578
2025-07-25,212.8447
2025-08-01,201.4004
2025-08-08,228.2398
2025-08-15,230.7328
2025-08-22,226.9169
2025-08-29,231.2807
2025-09-05,238.8028
2025-09-12,233.2036
2025-09-19,244.5913
2025-09-26,254.5144
2025-10-03,257.0649
2025-10-10,244.3621
2025-10-17,251.3561
2025-10-24,261.8472
2025-10-31,269.3692
2025-11-07,267.4762
2025-11-14,271.6636
2025-11-21,270.7461
2025-11-28,278.0859
2025-12-05,278.0161
2025-12-12,277.5175
2025-12-19,272.9201
2025-12-26,272.6508
2026-01-02,270.2674
2026-01-09,258.6593
2026-01-16,254.8298
2026-01-23,247.3603
2026-01-30,258.769
2026-02-06,277.3579
2026-02-13,255.3206
2026-02-20,264.1048
2026-02-27,263.7055
2026-03-06,256.9976
2026-03-13,249.6708
2026-03-20,247.5446
2026-03-27,248.3532
2026-04-02,255.4604
2026-04-10,260.0122
2026-04-17,269.7447
2026-04-24,270.5732
2026-05-01,279.6369
2026-05-08,292.7932
2026-05-15,299.9673
2026-05-22,308.5497
2026-05-29,311.7869
2026-06-05,307.071
2026-06-12,290.8752
2026-06-18,297.7492
2026-06-26,283.5317
2026-07-02,308.3599
2026-07-10,315.0441
2026-07-17,333.4479
2026-07-24,332.7286
2026-07-31,308.6397
2026-08-07,313.0558
2026-08-14,305.93
2026-08-18,310.03
