date,adj_close
2021-05-28,121.3683
2021-06-04,122.615
2021-06-11,124.037
2021-06-18,127.0661
2021-06-25,129.6472
2021-07-02,136.319
2021-07-09,141.335
2021-07-16,142.5817
2021-07-23,144.6952
2021-07-30,142.0655
2021-08-06,142.5525
2021-08-13,145.4398
2021-08-20,144.5521
2021-08-27,144.9521
2021-09-03,150.5122
2021-09-10,145.313
2021-09-17,142.4744
2021-09-24,143.3133
2021-10-01,139.1481
2021-10-08,139.392
2021-10-15,141.2844
2021-10-22,145.0399
2021-10-29,146.1226
2021-11-05,147.7809
2021-11-12,146.5207
2021-11-19,156.8365
2021-11-26,153.183
2021-12-03,158.0966
2021-12-10,175.2993
2021-12-17,167.1815
2021-12-23,172.2026
2021-12-31,173.4628
2022-01-07,168.1877
2022-01-14,169.0669
2022-01-21,158.6535
